Nom,Indicador Refugi,Latitud,Longitud,Accessibilitat,Aigua potable,Climatització,Àrea Descans,Lavabos,Adreça,Tipologia Refugi,Origen Identificador,Última Actualització,Categoria,Gratuït,Accés Lliure,Equipament_unic
Basílica de Sant Josep Oriol,080193|BASILICA_DE_SANT_JOSEP_ORIOL,41.38361,2.15784,Sí,Sí,No,Sí,Sí,"C. Diputació, 149",Centres de culte,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre de Culte,Sí,Parcialment,True
Parròquia de Santa Maria de Sants,080193|PARROQUIA_DE_SANTA_MARIA_DE_SANTS,41.37449,2.136876,Sí,Sí,No,Sí,Sí,"Pl. Bonet i Moixí, 5",Centres de culte,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre de Culte,Sí,Parcialment,True
Hospital de Sant Pau,080193|HOSPITAL_DE_SANT_PAU,41.41512,2.173587,Sí,Sí,Sí,Sí,Sí,"C. Sant Quintí, 89",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament Sanitari,Sí,Restringit,True
Parròquia del Crist Rei,080193|PARROQUIA_DEL_CRIST_REI,41.42354,2.187757,Sí,No,No,Sí,No,"C. Martí Molins, 45",Centres de culte,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre de Culte,Sí,Parcialment,True
Parròquia de la Puríssima Concepció,080193|PARROQUIA_DE_LA_PURISSIMA_CONCEPCIO,41.39451,2.167161,Sí,No,Sí,Sí,Sí,"C. Aragó, 299 (entrada per C. Roger de Llúria 70)",Centres de culte,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre de Culte,Sí,Parcialment,True
Torre Jussana- Serveis per a associacions,080193|TORRE_JUSSANA_SERVEIS_PER_A_ASSOCIACIONS,41.42946,2.151921,Sí,Sí,Sí,Sí,Sí,"Av. Cardenal Vidal i Barraquer, 30",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament de Ciutat,Sí,Restringit,True
Casal Barri Can Baró-Pirineu,080193|CASAL_BARRI_CAN_BARO_PIRINEU,41.41761,2.162226,Sí,Sí,Sí,Sí,Sí,"C. Josep Serrano, 59-71",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Casal de Barri del Maresme,080193|CASAL_DE_BARRI_DEL_MARESME,41.41392,2.211523,Sí,Sí,Sí,Sí,Sí,"C. Puigcerdà, 100-102",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Centre Cívic el Coll - La Bruguera,080193|CENTRE_CIVIC_EL_COLL_LA_BRUGUERA,41.4186,2.149887,Sí,Sí,Sí,Sí,Sí,"C. Aldea, 15",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal de Barri Can Carol,080193|CASAL_DE_BARRI_CAN_CAROL,41.41239,2.145957,Sí,Sí,Sí,Sí,Sí,"C. Cambrils, 26",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Casal de Barri Cardener,080193|CASAL_DE_BARRI_CARDENER,41.41008,2.156989,Sí,Sí,Sí,Sí,Sí,"C. Cardener, 45",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Espai Jove La Fontana,080193|ESPAI_JOVE_LA_FONTANA,41.40321,2.152462,Sí,Sí,Sí,Sí,Sí,"C. Gran de Gràcia, 190-192",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Espai Jove,Sí,Restringit,True
Casal de Barri La Barraca d'El Carmel,080193|CASAL_DE_BARRI_LA_BARRACA_D_EL_CARMEL,41.42486,2.157359,Sí,Sí,Sí,Sí,Sí,C. Llobregós 107-113,Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Centre d'arts Santa Mònica,080193|CENTRE_D_ARTS_SANTA_MONICA,41.37751,2.175824,Sí,Sí,Sí,Sí,Sí,"C. La Rambla, 7",Entitats culturals,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
Fundació Festa Major de Gràcia - Can Musons,080193|FUNDACIO_FESTA_MAJOR_DE_GRACIA_CAN_MUSONS,41.40607,2.156642,Sí,No,Sí,Sí,Sí,"C. de l'Alzina, 9",Entitats culturals,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
Fundació Privada Enllaç,080193|FUNDACIO_PRIVADA_ENLLAC,41.40206,2.169197,Sí,Sí,Sí,Sí,Sí,"C. Rosselló, 328",Altres,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Social,Sí,Restringit,True
Lluïsos de Gràcia,080193|LLUISOS_DE_GRACIA,41.40717,2.155376,Sí,Sí,No,Sí,Sí,"Pl. del Nord, 7-10",Entitats culturals,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
Museu Olímpic i de l'Esport Joan Antoni Samaranch,080193|MUSEU_OLIMPIC_I_DE_L_ESPORT_JOAN_ANTONI_SAMARANCH,41.36651,2.157516,Sí,Sí,Sí,Sí,Sí,"Av. de l'Estadi, 60",Museus,Ajuntament de Barcelona,2026-06-23 15:23:00,Museu,Parcialment,Sí,True
Mercat del Besòs,080193|MERCAT_DEL_BESOS,41.4192,2.215113,Sí,Sí,Sí,Sí,Sí,"C. Jaume Huguet, 38",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat de la Concepció,080193|MERCAT_DE_LA_CONCEPCIO,41.3958,2.16943,Sí,Sí,Sí,Sí,Sí,"C. Aragó, 311 bis",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat del Clot,080193|MERCAT_DEL_CLOT,41.40759,2.188633,Sí,No,Sí,Sí,Sí,"Pl. del Mercat, 26",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat del Fort Pienc,080193|MERCAT_DEL_FORT_PIENC,41.39591,2.18241,Sí,Sí,Sí,Sí,Sí,"Pl. Fort Pienc, 3",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat d'Hostafrancs,080193|MERCAT_D_HOSTAFRANCS,41.37513,2.143832,Sí,Sí,Sí,Sí,Sí,"C. Creu Coberta, 93",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat del Ninot,080193|MERCAT_DEL_NINOT,41.38782,2.1544,Sí,Sí,Sí,Sí,Sí,"C. Mallorca,133",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat del Poblenou-Unió,080193|MERCAT_DEL_POBLENOU_UNIO,41.401,2.205423,Sí,Sí,Sí,Sí,Sí,"Pl. Unió, 25",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat de Sant Antoni,080193|MERCAT_DE_SANT_ANTONI,41.37918,2.162061,Sí,Sí,Sí,Sí,Sí,"C. Urgell, 1",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat de Sant Martí,080193|MERCAT_DE_SANT_MARTI,41.41863,2.205298,Sí,Sí,Sí,Sí,Sí,"C. Puigcerdà, 206-212",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat de Santa Caterina,080193|MERCAT_DE_SANTA_CATERINA,41.38636,2.178161,Sí,Sí,Sí,Sí,Sí,"Av. Francesc Cambó, 16",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat del Bon Pastor,080193|MERCAT_DEL_BON_PASTOR,41.43598,2.206155,Sí,Sí,Sí,Sí,Sí,"C. Sant Adrià, 154-162",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat del Carmel,080193|MERCAT_DEL_CARMEL,41.42388,2.155566,Sí,Sí,Sí,Sí,Sí,"C. Llobregós, 149",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat de Ciutat Meridiana,080193|MERCAT_DE_CIUTAT_MERIDIANA,41.46169,2.177788,Sí,Sí,Sí,Sí,Sí,"C. Costabona, 4",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat de Les Corts,080193|MERCAT_DE_LES_CORTS,41.38381,2.129857,Sí,Sí,Sí,Sí,No,"Trav. de Les Corts, 215",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat de Lesseps,080193|MERCAT_DE_LESSEPS,41.40901,2.151947,Sí,Sí,Sí,Sí,Sí,"C. Verdi, 200-210",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Mercat de Vall d'Hebron,080193|MERCAT_DE_VALL_D_HEBRON,41.42404,2.142439,Sí,Sí,Sí,Sí,Sí,"Pg. Vall d'Hebron, 130-134",Mercats,Ajuntament de Barcelona,2026-06-23 15:23:00,Mercat,Parcialment,Sí,True
Sala Polivalent Montbau,080193|SALA_POLIVALENT_MONTBAU,41.42958,2.142501,Sí,Sí,Sí,Sí,Sí,"C. Domènech i Montaner, 3",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal Font d'En Fargues,080193|CASAL_FONT_D_EN_FARGUES,41.42431,2.16522,Sí,Sí,Sí,Sí,Sí,"C. Pedrell, 67-69",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
"Càndida Pérez, Jardins de (Compte Borrell 44)",080193|CANDIDA_PEREZ_JARDINS_DE_COMPTE_BORRELL_44,41.37768,2.163102,Sí,Sí,No,Sí,No,"Jardins Càndida Pérez, 0",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Carlit, Jardins del (Roger de Flor 160)",080193|CARLIT_JARDINS_DEL_ROGER_DE_FLOR_160,41.39731,2.175274,Sí,Sí,No,Sí,No,"C. Roger de Flor, 146",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Carme Biada, Jardins de (Bruc 153 - Roger de Llúria 132)",080193|CARME_BIADA_JARDINS_DE_BRUC_153_ROGER_DE_LLURIA_132,41.39838,2.1628,Sí,Sí,No,Sí,No,"Jardins Carme Biada, 0",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Clotilde Cerdà, Jardins de (Marina 197 - Sardenya 254)",080193|CLOTILDE_CERDA_JARDINS_DE_MARINA_197_SARDENYA_254,41.40016,2.17861,Sí,Sí,No,Sí,No,"C. Consell de Cent, 486",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Constança d'Aragó, Jardins (Roger de Flor 194)",080193|CONSTANCA_D_ARAGO_JARDINS_ROGER_DE_FLOR_194,41.39906,2.172981,Sí,Sí,No,Sí,No,"C. Roger de Flor, 194",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Emma de Barcelona, Jardins d' (Comte Borrell 159)",080193|EMMA_DE_BARCELONA_JARDINS_D_COMTE_BORRELL_159,41.38239,2.155181,Sí,Sí,No,Sí,No,"C. Comte Borrell, 159",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Lina Ódena, Jardins  (Ali Bei 121 - Sardenya 170)",080193|LINA_ODENA_JARDINS_ALI_BEI_121_SARDENYA_170,41.39636,2.183556,Sí,Sí,No,Sí,No,"C. Alí Bei, 115",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Maria Matilde Almendros, Jardins (Calàbria 90-92)",080193|MARIA_MATILDE_ALMENDROS_JARDINS_CALABRIA_90_92,41.3793,2.15627,Sí,Sí,No,Sí,No,"Jardins Maria Matilde Almendros, 0",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Montserrat Roig, Jardins de (Rosselló 490 - Provença 533)",080193|MONTSERRAT_ROIG_JARDINS_DE_ROSSELLO_490_PROVENCA_533,41.40869,2.178846,Sí,Sí,No,Sí,No,"Jardins Montserrat Roig, 0",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Paula Montal, Jardins de (Viladomat 149 - 151)",080193|PAULA_MONTAL_JARDINS_DE_VILADOMAT_149_151,41.38142,2.154069,Sí,Sí,No,Sí,No,"Jardins Paula Montal, 0",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Safo, Jardins de  (Llança, C. 48 - Roma, Av. 20)",080193|SAFO_JARDINS_DE_LLANCA_C_48_ROMA_AV_20,41.38065,2.145994,Sí,Sí,No,Sí,No,"Jardins Safo, 0",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Tete Montoliu, Jardins (Sepúlveda 88)",080193|TETE_MONTOLIU_JARDINS_SEPULVEDA_88,41.37871,2.157611,Sí,Sí,No,Sí,No,"Jardins Tete Montoliu, 0",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Torre de les Aigües, Jardí (Roger de Llúria 56)",080193|TORRE_DE_LES_AIGUES_JARDI_ROGER_DE_LLURIA_56,41.39331,2.169639,Sí,Sí,No,Sí,No,"C. Roger de Llúria, 56",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
"Tres Tombs, Jardins (Manso 28 - Calàbria 8)",080193|TRES_TOMBS_JARDINS_MANSO_28_CALABRIA_8,41.37606,2.160819,Sí,Sí,No,Sí,No,"C. Calàbria, 940",Interiors d’Illa,Ajuntament de Barcelona,2026-06-23 15:23:00,Interior d'Illa,Sí,Sí,True
Fabra i Coats: Fàbrica de Creació,080193|FABRA_I_COATS_FABRICA_DE_CREACIO,41.43376,2.190814,Sí,Sí,Sí,Sí,Sí,"C. Sant Adrià, 20",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Cultural,Sí,Sí,True
Pati de l'Escola Bressol Municipal L'Esquirol,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_L_ESQUIROL,41.37229,2.139195,Sí,Sí,No (aire lliure),Sí,Sí,"C Noguera Pallaresa, 32",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
Pati de l'Escola Bressol Municipal Margalló,080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_MARGALLO,41.42006,2.203971,Sí,Sí,No (aire lliure),Sí,Sí,"C Concili de Trento, 249",Patis d'Escola Bressol,Ajuntament de Barcelona,2026-06-23 15:23:00,Pati d'Escola Bressol,Sí,Restringit,True
CC Can Deu,080193|CC_CAN_DEU,41.38677,2.132505,Sí,Sí,Sí,Sí,Sí,"Pl. de la Concòrdia, 13",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
CC Parc Sandaru,080193|CC_PARC_SANDARU,41.39172,2.184738,Sí,Sí,Sí,Sí,Sí,"C. Buenaventura Muñoz, 21",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
CC Sant Martí,080193|CC_SANT_MARTI,41.41661,2.198577,Sí,Sí,Sí,Sí,Sí,"C. Selva de Mar, 215",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
CC Can Felipa,080193|CC_CAN_FELIPA,41.40365,2.200478,Sí,Sí,Sí,Sí,Sí,"Pl. Josep Maria Huertas Claveria, 1",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Centre Cívic,Sí,Sí,True
Casal de Barri La Llacuna,080193|CASAL_DE_BARRI_LA_LLACUNA,41.40285,2.190664,Sí,Sí,Sí,Sí,Sí,"C. Bolívia, 49",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Barri,Sí,Sí,True
Casal de gent gran Josep Trueta,080193|CASAL_DE_GENT_GRAN_JOSEP_TRUETA,41.37692,2.167251,Sí,Sí,Sí,Sí,Sí,"C. Reina Amàlia, 31",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Casal de gent gran Josep Tarradellas,080193|CASAL_DE_GENT_GRAN_JOSEP_TARRADELLAS,41.38194,2.167146,Sí,Sí,Sí,Sí,Sí,"Pl. Caramelles, 3",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
La Ludo,080193|LA_LUDO,41.38681,2.188081,Sí,Sí,Sí,Sí,No,"Pas Institut Escola, 1. Parc de la Ciutadella",Equipaments Ambientals,Ajuntament de Barcelona,2026-06-23 15:23:00,Equipament Ambiental,Sí,Sí,True
CEM Sardenya,080193|CEM_SARDENYA,41.41214,2.162182,Sí,Sí,Sí,Sí,No,"C. Sardenya, 549",Complexos esportius,Ajuntament de Barcelona,2026-06-23 15:23:00,Complex Esportiu,No,Sí,True
Casal de Persones Grans Casc Antic,080193|CASAL_DE_PERSONES_GRANS_CASC_ANTIC,41.38737,2.178657,Sí,Sí,Sí,Sí,Sí,"C. Mestres Casals i Martorell, 2-16",Equipaments de proximitat,Ajuntament de Barcelona,2026-06-23 15:23:00,Casal de Gent Gran,Sí,Restringit,True
Associació de veïnes i veïns dEl Clot-Camp de l'Arpa,080193|ASSOCIACIO_DE_VEINES_I_VEINS_DEL_CLOT_CAMP_DE_L_ARPA,41.41028,2.185959,Sí,Sí,Sí,Sí,Sí,"C. Sibelius, 3",Altres,Ajuntament de Barcelona,2026-06-23 15:23:00,Entitat Social,Sí,Restringit,True
Piscines Descoberta del CEM Bac de Roda,080193|PISCINES_DESCOBERTA_DEL_CEM_BAC_DE_RODA,41.41435,2.194073,Sí,Sí,No informat,Sí,Sí,"Rbla. Guipúscoa, 25",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Descoberta del CEM Can Toda,080193|PISCINA_DESCOBERTA_DEL_CEM_CAN_TODA,41.41535,2.158164,Sí,Sí,No informat,Sí,Sí,"C. Ramiro de Maeztu, 25",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM Aiguajoc Borrell,080193|PISCINA_COBERTA_DEL_CEM_AIGUAJOC_BORRELL,41.37638,2.163747,Sí,Sí,No informat,Sí,Sí,"C. Compte Borrell, 21-33",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Artesania,080193|PISCINES_COBERTES_DEL_CEM_ARTESANIA,41.44416,2.171071,Sí,Sí,No informat,Sí,Sí,"C. Artesania, 63",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Piscines Bernat Picornell,080193|PISCINA_COBERTA_DEL_CEM_PISCINES_BERNAT_PICORNELL,41.36629,2.150628,Sí,Sí,No informat,Sí,Sí,"Av. de l'Estadi, 30-38",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Descoberta del CEM Can Caralleu,080193|PISCINA_DESCOBERTA_DEL_CEM_CAN_CARALLEU,41.40156,2.111093,Sí,Sí,No informat,Sí,Sí,"C. dels Esports, 2-8",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM Can Felipa,080193|PISCINA_COBERTA_DEL_CEM_CAN_FELIPA,41.40365,2.200481,Sí,Sí,No informat,Sí,Sí,"Pl.  Josep Mª Huertas Claveria, 1",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Can Ricart,080193|PISCINA_COBERTA_DEL_CEM_CAN_RICART,41.37728,2.170923,Sí,Sí,No informat,Sí,Sí,"C. St. Oleguer, 10",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM dEl Carmel,080193|PISCINA_COBERTA_DEL_CEM_DEL_CARMEL,41.42317,2.158547,Sí,Sí,No informat,Sí,Sí,"C. Pedrell, 192-202",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Claror,080193|PISCINES_COBERTES_DEL_CEM_CLAROR,41.40464,2.171457,Sí,Sí,No informat,Sí,Sí,"C. Sardenya, 333",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Colom,080193|PISCINA_COBERTA_DEL_CEM_COLOM,41.37796,2.176246,Sí,Sí,No informat,Sí,Sí,"C. La Rambla, 18",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Cotxeres Borbó,080193|PISCINES_COBERTES_DEL_CEM_COTXERES_BORBO,41.42648,2.17706,Sí,Sí,No informat,Sí,Sí,"C. Ramón Albó, 47-57",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Descoberta del CEM de Sant Sebastià,080193|PISCINA_DESCOBERTA_DEL_CEM_DE_SANT_SEBASTIA,41.37358,2.188742,Sí,Sí,No informat,Sí,Sí,"Pl. del Mar, s/n",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM Estació del Nord,080193|PISCINA_COBERTA_DEL_CEM_ESTACIO_DEL_NORD,41.39393,2.183183,Sí,Sí,No informat,Sí,Sí,"C. Nàpols, 42-44",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Descoberta del CEM Guinardó,080193|PISCINA_DESCOBERTA_DEL_CEM_GUINARDO,41.41702,2.173619,Sí,Sí,No informat,Sí,Sí,c. Torrent d'en Melis s/n,Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscines Cobertes del CEM Horta,080193|PISCINES_COBERTES_DEL_CEM_HORTA,41.43359,2.161094,Sí,Sí,SI,Sí,Sí,"C. Feliu i Codina, 27",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Joan Miró,080193|PISCINA_COBERTA_DEL_CEM_JOAN_MIRO,41.37846,2.150983,Sí,Sí,si,Sí,Sí,"C. Diputació, 17-19",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Júpiter,080193|PISCINES_COBERTES_DEL_CEM_JUPITER,41.41772,2.201996,Sí,Sí,No informat,Sí,Sí,"C. Agricultura, 232",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM l'Espanya Industrial,080193|PISCINES_COBERTES_DEL_CEM_L_ESPANYA_INDUSTRIAL,41.37741,2.14192,Sí,Sí,No informat,Sí,Sí,"Parc de l'Espanya Industrial, s/n",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM La Bordeta,080193|PISCINA_COBERTA_DEL_CEM_LA_BORDETA,41.37241,2.139625,Sí,Sí,No informat,Sí,Sí,"C. Noguera Pallaresa, 34-42",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM La Verneda,080193|PISCINA_COBERTA_DEL_CEM_LA_VERNEDA,41.42513,2.204367,Sí,Sí,SI,Sí,Sí,"C. Binèfar, 10-14",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Les Corts,080193|PISCINES_COBERTES_DEL_CEM_LES_CORTS,41.38569,2.134193,Sí,Sí,No informat,Sí,Sí,"Trav. de Les Corts, 252-254",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Maresme,080193|PISCINES_COBERTES_DEL_CEM_MARESME,41.41321,2.213982,Sí,Sí,No informat,Sí,Sí,"C. Pallars, 484",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Marítim,080193|PISCINA_COBERTA_DEL_CEM_MARITIM,41.38447,2.194867,Sí,Sí,No informat,Sí,Sí,"Pg. Marítim Barceloneta, 33",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Mundet,080193|PISCINES_COBERTES_DEL_CEM_MUNDET,41.43591,2.142863,Sí,Sí,Si,Sí,Sí,"C. Olympe de Gouges, s/n",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscina Coberta del CEM Nova Icària,080193|PISCINA_COBERTA_DEL_CEM_NOVA_ICARIA,41.39236,2.197997,Sí,Sí,No informat,Sí,Sí,"Av. Icària, 167",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Parc de la Ciutadella,080193|PISCINA_COBERTA_DEL_CEM_PARC_DE_LA_CIUTADELLA,41.38553,2.186413,Sí,Sí,No informat,Sí,Sí,"Pg. de Circumval·lació, 1",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
Piscines Cobertes del CEM Putxet,080193|PISCINES_COBERTES_DEL_CEM_PUTXET,41.40972,2.14131,Sí,Sí,No informat,Sí,Sí,"C. Marmellà, 23",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Sagrada Família,080193|PISCINES_COBERTES_DEL_CEM_SAGRADA_FAMILIA,41.40725,2.179314,Sí,Sí,Si,Sí,Sí,"C. Cartagena, 231-239",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Sant Andreu - La Sagrera,080193|PISCINES_COBERTES_DEL_CEM_SANT_ANDREU_LA_SAGRERA,41.42977,2.192734,Sí,Sí,No informat,Sí,Sí,"C. Sta. Coloma, 25",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscines Cobertes del CEM Sardenya,080193|PISCINES_COBERTES_DEL_CEM_SARDENYA,41.41209,2.162226,Sí,Sí,No informat,Sí,Sí,"C. Sardenya, 549-553",Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,True
Piscina Coberta del CEM Trinitat Vella,080193|PISCINA_COBERTA_DEL_CEM_TRINITAT_VELLA,41.45145,2.193105,Sí,Sí,No informat,Sí,si,Via Bàrcino 84-86,Piscines,Ajuntament de Barcelona,2026-06-23 15:23:00,Piscina,No,Sí,False
