"Nom","Indicador Refugi","Municipi","Codi Municipi","Latitud","Longitud","Accessibilitat","Aigua potable","Climatització","Àrea Descans","Lavabos","Adreça","Informació web","Tipologia Refugi","Origen Identificador","Última Actualització"
"Park Güell","080193|PARK_GUELL","Barcelona","080193","4,141,351","2,153,127","Sí","Sí","No","Sí","Sí","C. Olot, 7","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011949","Parcs i Jardins","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Parc Guineueta","080193|PARC_GUINEUETA","Barcelona","080193","4,143,905","2,174,489","Sí","Sí","No","Sí","No","Pl. de la República, 9*LB","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011957","Parcs i Jardins","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Plaça de la Farga","080193|PLACA_DE_LA_FARGA","Barcelona","080193","4,137,245","2,138,837","Sí","Sí","No","Sí","No","Pl. Farga, 1","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400738073","Parcs i Jardins","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Turó Park","080193|TURO_PARK","Barcelona","080193","4,139,411","2,141,916","Sí","Sí","No","Sí","Sí","Av. Pau Casals, 19","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011942","Parcs i Jardins","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Pati de l'escola Font d'en Fargas","080193|PATI_DE_L_ESCOLA_FONT_D_EN_FARGAS","Barcelona","080193","4,142,267","216,522","No","Sí","No","Sí","No","Pg. Font d'en Fargas, 65","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400737861","Patis d'Escola","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Pati de l'escola Rius i Taulet","080193|PATI_DE_L_ESCOLA_RIUS_I_TAULET","Barcelona","080193","414,079","215,034","Sí","Sí","No","Sí","No","Pl. Lesseps, 19","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400780755","Patis d'Escola","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CEM Olímpics Vall d'Hebron","080193|CEM_OLIMPICS_VALL_D_HEBRON","Barcelona","080193","4,142,817","2,144,965","Sí","Sí","Sí","Sí","Sí","Pg. Vall Hebron, 166-176","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92170123435","Complexos esportius","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CEM Can Dragó","080193|CEM_CAN_DRAGO","Barcelona","080193","4,143,655","2,183,086","Sí","Sí","Sí","Sí","Sí","C. Rosselló i Pòrcel, 7","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086032989","Complexos esportius","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CEM Bac de Roda","080193|CEM_BAC_DE_RODA","Barcelona","080193","4,141,445","2,194,065","Sí","No","Sí","Sí","No","Rbla. Guipúscoa, 23-25","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/98056162156","Complexos esportius","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CEM Júpiter","080193|CEM_JUPITER","Barcelona","080193","4,141,765","2,202,128","Sí","Sí","Sí","Sí","No","C. Agricultura, 232","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086005147","Complexos esportius","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CEM Can Caralleu","080193|CEM_CAN_CARALLEU","Barcelona","080193","4,140,162","2,110,814","Sí","Sí","Sí","Sí","Sí","C. Esports, 2-8","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086010504","Complexos esportius","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CEM Cotxeres","080193|CEM_COTXERES","Barcelona","080193","414,267","2,176,853","Sí","Sí","Sí","Sí","Sí","Pl. de Carmen Laforet, 7","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400270882","Complexos esportius","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CEM Claror","080193|CEM_CLAROR","Barcelona","080193","4,140,447","2,170,997","Sí","Sí","Sí","Sí","Sí","C. Sardenya, 333","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92168152807","Complexos esportius","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CEM Parc de la Ciutadella","080193|CEM_PARC_DE_LA_CIUTADELLA","Barcelona","080193","4,138,535","218,634","Sí","Sí","Sí","Sí","Sí","Pg. Circumval·lació, 1","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/93053131509","Complexos esportius","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CC Can Castelló","080193|CC_CAN_CASTELLO","Barcelona","080193","413,991","2,139,963","Sí","Sí","Sí","Sí","Sí","C. Castelló, 1-7","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400197043","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Parc de la Trinitat","080193|PARC_DE_LA_TRINITAT","Barcelona","080193","4,144,865","2,194,313","Sí","Sí","No","Sí","Sí","Pg. Santa Coloma, 60","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/93188125133","Parcs i Jardins","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casa de les aigües","080193|CASA_DE_LES_AIGUES","Barcelona","080193","4,139,911","2,139,963","Sí","Sí","No","Sí","No","Ctra. de Ribes 103-111","NA","Parcs i Jardins","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Jardins de la Massana","080193|JARDINS_DE_LA_MASSANA","Barcelona","080193","41,427","217,931","Sí","Sí","No","Sí","No","C. Felip II, 216","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99106095835","Parcs i Jardins","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Bib. Gabriel García Márquez","080193|BIB_GABRIEL_GARCIA_MARQUEZ","Barcelona","080193","4,141,717","220,009","Sí","Sí","Sí","Sí","Sí","Pl. de Carmen Balcells Segalà, 1","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400659716","Biblioteques","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de Gent Gran Baró de Viver","080193|CASAL_DE_GENT_GRAN_BARO_DE_VIVER","Barcelona","080193","4,144,617","2,200,389","Sí","Sí","Sí","Sí","Sí","C. Quito, 8","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011152","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal Gent Gran Carlit","080193|CASAL_GENT_GRAN_CARLIT","Barcelona","080193","4,139,731","2,174,749","Sí","Sí","Sí","Sí","Sí","C. Roger de Flor, 162","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/95062124013","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Espai de Gent Gran M. Aurèlia Capmany","080193|ESPAI_DE_GENT_GRAN_M_AURELIA_CAPMANY","Barcelona","080193","4,139,029","215,891","Sí","Sí","Sí","Sí","Sí","C. Enric Granados, 47","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92184122533","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal Gent Gran Sant Cristòfol","080193|CASAL_GENT_GRAN_SANT_CRISTOFOL","Barcelona","080193","41,358","2,135,181","Sí","Sí","Sí","Sí","Sí","C. Bronze, 5","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/1344091708","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal Gent Gran La Capa","080193|CASAL_GENT_GRAN_LA_CAPA","Barcelona","080193","4,135,996","2,142,622","Sí","Sí","Sí","Sí","Sí","C. Alts Forns, 82-86","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/95025093613","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Espai Gent Gran El Polvorí","080193|ESPAI_GENT_GRAN_EL_POLVORI","Barcelona","080193","4,136,349","2,141,508","Sí","Sí","Sí","Sí","Sí","C. Guadalquivir 2","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011107","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de Gent Gran Poble-sec","080193|CASAL_DE_GENT_GRAN_POBLE_SEC","Barcelona","080193","4,137,208","2,162,533","Sí","Sí","Sí","Sí","Sí","Pl. del Sortidor, 12","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011112","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de gent gran Cotxeres de Sants","080193|CASAL_DE_GENT_GRAN_COTXERES_DE_SANTS","Barcelona","080193","413,746","2,136,394","Sí","Sí","Sí","Sí","Sí","Ptge. Fructuós Gelabert, s/n","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086002379","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG Can Castelló","080193|CGG_CAN_CASTELLO","Barcelona","080193","413,991","2,139,963","Sí","Sí","Sí","Sí","Sí","C. Castelló, 1-7","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086032960","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de GG Sant Ildefons","080193|CASAL_DE_GG_SANT_ILDEFONS","Barcelona","080193","4,139,689","2,147,447","Sí","Sí","Sí","Sí","Sí","C. de Marià Cubí, 111","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011117","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG Baix Guinardó","080193|CGG_BAIX_GUINARDO","Barcelona","080193","4,140,945","2,168,134","Sí","Sí","Sí","Sí","Sí","C. Marina, 380","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/98293140237","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG Horta","080193|CGG_HORTA","Barcelona","080193","4,143,435","2,161,593","Sí","Sí","Sí","Sí","Sí","C. Feliu i Codina, 37","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400079710","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG Sant Genís","080193|CGG_SANT_GENIS","Barcelona","080193","4,142,603","2,137,926","Sí","Sí","Sí","Sí","Sí","C. Naïm, 10","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400521766","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG Vall Hebron","080193|CGG_VALL_HEBRON","Barcelona","080193","4,143,235","2,146,808","Sí","Sí","Sí","Sí","Sí","C. Arquitecte Moragas, 5","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400215764","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Centre Cívic Teixonera","080193|CENTRE_CIVIC_TEIXONERA","Barcelona","080193","4,142,252","2,144,592","Sí","Sí","Sí","Sí","Sí","C. Arenys, 75","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/95020142037","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG Navas","080193|CGG_NAVAS","Barcelona","080193","4,141,686","2,181,542","Sí","Sí","Sí","Sí","Sí","C. Capella, 16","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086029816","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG La Palmera","080193|CGG_LA_PALMERA","Barcelona","080193","4,142,273","2,185,015","Sí","Sí","Sí","Sí","Sí","C. Olesa, 41-43","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011154","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG Bascònia","080193|CGG_BASCONIA","Barcelona","080193","414,360,140,622,945","218,702,115,945,097","Sí","Sí","No","Sí","Sí","C. Bascònia 42","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086026574","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG BonPastor","080193|CGG_BONPASTOR","Barcelona","080193","414,381","2,205,187","Sí","Sí","Sí","Sí","Sí","C. Ardevol s/n","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011153","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CGG Trinitat Vella","080193|CGG_TRINITAT_VELLA","Barcelona","080193","4,145,009","2,189,354","Sí","Sí","Sí","Sí","Sí","Ctra. de Ribes, 85","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400658013","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CC Trinitat Vella","080193|CC_TRINITAT_VELLA","Barcelona","080193","4,145,161","2,191,178","Sí","Sí","Sí","Sí","Sí","C. Foradada, 36","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086017153","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CC Bon Pastor","080193|CC_BON_PASTOR","Barcelona","080193","414,348","2,204,793","Sí","Sí","Sí","Sí","Sí","Pl. Robert Gerhard, 3","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086029928","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CPG Joan Maragall","080193|CPG_JOAN_MARAGALL","Barcelona","080193","4,141,337","2,217,492","Sí","Sí","Sí","Sí","Sí","C. Bermejo, 1","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086033691","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CPG La Verneda Alta","080193|CPG_LA_VERNEDA_ALTA","Barcelona","080193","4,142,548","2,204,736","Sí","Sí","Sí","Sí","Sí","C. Binèfar, 16","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086010421","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CPG Joan Casanelles","080193|CPG_JOAN_CASANELLES","Barcelona","080193","4,141,177","2,193,098","Sí","Sí","Sí","Sí","Sí","C. Concili de Trento, 35","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400153850","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CPG Parc del Clot","080193|CPG_PARC_DEL_CLOT","Barcelona","080193","4,140,854","2,191,703","Sí","Sí","Sí","Sí","Sí","Pl. Joan Casanelles, 1","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400369552","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CPG de Ca L’Isidret","080193|CPG_DE_CA_L_ISIDRET","Barcelona","080193","4,141,673","2,206,812","Sí","Sí","Sí","Sí","Sí","C. Josep Pla, 174","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400707246","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CPG Quatre Cantons","080193|CPG_QUATRE_CANTONS","Barcelona","080193","4,140,679","2,204,013","Sí","Sí","Sí","Sí","Sí","C. Camí Antic de Valencia, 96","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400245996","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CPG El Taulat","080193|CPG_EL_TAULAT","Barcelona","080193","4,140,141","2,204,581","Sí","Sí","Sí","Sí","Sí","C. Llull, 214","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011175","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CPG Parc Sandaru","080193|CPG_PARC_SANDARU","Barcelona","080193","4,139,168","2,184,574","Sí","Sí","Sí","Sí","Sí","C. Buenaventura Muñoz, 21","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011165","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Pati de l'escola Ramon Llull","080193|PATI_DE_L_ESCOLA_RAMON_LLULL","Barcelona","080193","4,140,099","217,767","Sí","Sí","No","Sí","No","Av. Diagonal, 275","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400780836","Patis d'Escola","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de gent gran Can Novell","080193|CASAL_DE_GENT_GRAN_CAN_NOVELL","Barcelona","080193","4,138,233","2,134,141","Sí","Sí","Sí","Sí","Sí","C. Caballero, 29","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400694393","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de gent gran Pati Llimona","080193|CASAL_DE_GENT_GRAN_PATI_LLIMONA","Barcelona","080193","4,138,163","2,179,707","Sí (excepte lavabos)","Sí","Sí","Sí","Sí","C. Correu Vell, 5","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/92086011059","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Bib. Sagrada Família - Josep M. Ainaud de Lasarte","080193|BIB_SAGRADA_FAMILIA_JOSEP_M_AINAUD_DE_LASARTE","Barcelona","080193","414,057","2,176,274","Sí","Sí","Sí","Sí","Sí","C. Provença, 480","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400187152","Biblioteques","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Seu del Districte de Ciutat Vella","080193|SEU_DEL_DISTRICTE_DE_CIUTAT_VELLA","Barcelona","080193","4,138,396","216,931","Sí","Sí","Sí","Sí","Sí","Pl. de Vicenç Martorell, 6","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400738969","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CC Convent Sant Agustí","080193|CC_CONVENT_SANT_AGUSTI","Barcelona","080193","4,138,743","2,181,695","Sí","Sí","Sí","Sí","Sí","C. del Comerç, 36","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/98286141841","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Espai Jove Palau Alòs","080193|ESPAI_JOVE_PALAU_ALOS","Barcelona","080193","4,138,818","2,178,533","Sí","Sí","Sí","Sí","Sí","C. Sant Pere Més Baix, 55","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400270019","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Seu Districte de l'Eixample","080193|SEU_DISTRICTE_DE_L_EIXAMPLE","Barcelona","080193","4,139,578","2,169,425","Sí","Sí","Sí","Sí","Sí","C. Aragó, 311","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400738971","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de gent gran Sant Ramon","080193|CASAL_DE_GENT_GRAN_SANT_RAMON","Barcelona","080193","413,775","2,113,564","Sí","Sí","Sí","Sí","Sí","C. Cardenal Reig, 11","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/2107115305","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CC Josep M Trias i Peitx","080193|CC_JOSEP_M_TRIAS_I_PEITX","Barcelona","080193","413,778","2,121,739","Sí","Sí","Sí","Sí","Sí","C. Riera Blanca, 1-3","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/90120343","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CC Pere Pruna","080193|CC_PERE_PRUNA","Barcelona","080193","414,033","2,131,208","Sí","Sí","Sí","Sí","Sí","C. Ganduixer, 130","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/136112242","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casa de l'Aigua de Trinitat Nova","080193|CASA_DE_L_AIGUA_DE_TRINITAT_NOVA","Barcelona","080193","4,145,359","2,187,544","Sí","Sí","Sí","Sí","Sí","C. Garbí, 2","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400576085","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de barri Can Portabella","080193|CASAL_DE_BARRI_CAN_PORTABELLA","Barcelona","080193","414,291","2,193,945","Sí","Sí","Sí","Sí","Sí","C. Virgili, 18","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400143980","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Casal de Barri Torre de La Sagrera","080193|CASAL_DE_BARRI_TORRE_DE_LA_SAGRERA","Barcelona","080193","4,142,385","2,192,038","Sí","Sí","Sí","Sí","Sí","C. Berenguer de Palou, 64","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400549439","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Pati de l'Escola Bressol Municipal Pau","080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_PAU","Barcelona","080193","4,137,671","2,140,099","Sí","Sí","No (aire lliure)","Sí","Sí","C/ Muntades 1","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400737876","Patis d'Escola Bressol","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Pati de l'Escola Bressol Municipal El Cargol","080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_EL_CARGOL","Barcelona","080193","4,142,709","2,167,203","Sí","Sí","No (aire lliure)","Sí","Sí","C/ Mossèn Josep Bundó, 6","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400737879","Patis d'Escola Bressol","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Pati de l'Escola Bressol Municipal Gràcia","080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_GRACIA","Barcelona","080193","4,140,816","2,149,672","Sí","Sí","No (aire lliure)","Sí","Sí","C/ Maignon, 2,","NA","Patis d'Escola Bressol","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Pati de l'Escola Bressol Municipal Ralet","080193|PATI_DE_L_ESCOLA_BRESSOL_MUNICIPAL_RALET","Barcelona","080193","4,144,255","2,182,902","Sí","Sí","No (aire lliure)","Sí","Sí","C/Joaquim valls, 10","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400737886","Patis d'Escola Bressol","Ajuntament de Barcelona","23/06/2026 15:23:00"
"CCCB, Centre de Cultura Contemporània de Barcelona","080193|CCCB_CENTRE_DE_CULTURA_CONTEMPORANIA_DE_BARCELONA","Barcelona","080193","413,837","2,166,633","Sí","Sí","Sí","Sí","Sí","C. de Montalegre, 5","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/94042144909","Museus","Ajuntament de Barcelona","23/06/2026 15:23:00"
"MACBA","080193|MACBA","Barcelona","080193","4,138,305","2,166,922","Sí","Sí","Sí","Sí","Sí","Pl. dels Àngels, 1","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/94354123927","Museus","Ajuntament de Barcelona","23/06/2026 15:23:00"
"Espai de gent gran Esquerra de l'Eixample","080193|ESPAI_DE_GENT_GRAN_ESQUERRA_DE_L_EIXAMPLE","Barcelona","080193","4,138,691","2,149,037","Sí","Sí","Sí","Sí","Sí","C. Rosselló, 78-80","https://www.barcelona.cat/barcelona-pel-clima/ca/projectes-i-accions/accions-concretes/xarxa-de-refugis-climatics/llistat-refugis/99400080055","Equipaments de proximitat","Ajuntament de Barcelona","23/06/2026 15:23:00"
